zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,light_preference,humidity_preference,flood_tolerance,salinity_tolerance,heat_tolerance,fire_tolerance,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,harvest_window_brazil,planting_sowing_window,yield_regrowth,propagation_methods,recommended_establishment_method,recommended_training_method,branch_id,branch_fit,country,region,state_province,zone,microclimate_tags,production_mode,production_mode_basis,spacing_in_row_m,spacing_between_rows_m,spacing_notes,season_start_month,season_end_month,harvest_granularity,harvest_window_1_start,harvest_window_1_end,harvest_window_1_peak_start,harvest_window_1_peak_end,harvest_window_2_start,harvest_window_2_end,harvest_window_2_peak_start,harvest_window_2_peak_end,harvest_passes_per_year,time_to_first_harvest,time_to_full_production,yield_output_type,yield_unit,area_harvested_ha,production_qty,average_yield_per_ha,yield_per_plant,yield_low,yield_typical,yield_high,processing_recovery_pct,production_value_brl,harvest_source,harvest_source_year,harvest_confidence,yield_source,yield_source_year,yield_confidence,notes,source_table,source_row
AF-ZONE-BOT-BR-0247-UB-ZONE-000167,BOT-BR-0247,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,bidens bipinnata,Picão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Mata Atlântica, Pampa; Área Antrópica",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,leafy_green,Área Antrópica,species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,103746
AF-ZONE-BOT-BR-0248-UB-ZONE-000168,BOT-BR-0248,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,bidens pilosa,Picão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal; Área Antrópica, Floresta Estacional Decidual",humid_tropical_to_subtropical_coastal,humid_coastal_general_use,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,review_non_native,full_sun_to_part_shade,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,hard_frost; unmanaged_competition_review,leafy_green;xeric_support,"Área Antrópica, Floresta Estacional Decidual",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,medium,Brazil,Southeast,São Paulo,ubatuba_homegarden_edge_and_disturbed_site,Ubatuba; managed_edge; disturbed_site; humid_coastal,homegarden_companion,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,103749
AF-ZONE-BOT-BR-0248-UB-ZONE-000169,BOT-BR-0248,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,bidens pilosa,Picão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal; Área Antrópica, Floresta Estacional Decidual",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,leafy_green;xeric_support,"Área Antrópica, Floresta Estacional Decidual",species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,103749
AF-ZONE-BOT-BR-0249-UB-ZONE-000170,BOT-BR-0249,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,bidens squarrosa,Picão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,Mata Atlântica; Área Antrópica,humid_tropical_to_subtropical_coastal,humid_coastal_general_use,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,review_non_native,full_sun_to_part_shade,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,hard_frost; unmanaged_competition_review,leafy_green,Área Antrópica,species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,medium,Brazil,Southeast,São Paulo,ubatuba_homegarden_edge_and_disturbed_site,Ubatuba; managed_edge; disturbed_site; humid_coastal,homegarden_companion,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,114892
AF-ZONE-BOT-BR-0249-UB-ZONE-000171,BOT-BR-0249,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,bidens squarrosa,Picão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,Mata Atlântica; Área Antrópica,humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,leafy_green,Área Antrópica,species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,114892
AF-ZONE-BOT-BR-0250-UB-ZONE-000172,BOT-BR-0250,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,boerhavia coccinea,erva-tostão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Caatinga, Cerrado, Mata Atlântica; Área Antrópica",humid_tropical_to_subtropical_coastal,humid_coastal_general_use,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,review_non_native,full_sun_to_part_shade,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,hard_frost; unmanaged_competition_review,leafy_green;xeric_support,Área Antrópica,species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,medium,Brazil,Southeast,São Paulo,ubatuba_homegarden_edge_and_disturbed_site,Ubatuba; managed_edge; disturbed_site; humid_coastal,homegarden_companion,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,25886
AF-ZONE-BOT-BR-0250-UB-ZONE-000173,BOT-BR-0250,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,boerhavia coccinea,erva-tostão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Caatinga, Cerrado, Mata Atlântica; Área Antrópica",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,leafy_green;xeric_support,Área Antrópica,species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,25886
AF-ZONE-BOT-BR-0251-UB-ZONE-000174,BOT-BR-0251,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,boerhavia diffusa,erva-tostão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Área Antrópica",humid_tropical_to_subtropical_coastal,humid_coastal_general_use,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,review_non_native,full_sun_to_part_shade,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,hard_frost; unmanaged_competition_review,leafy_green;xeric_support,Área Antrópica,species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,medium,Brazil,Southeast,São Paulo,ubatuba_homegarden_edge_and_disturbed_site,Ubatuba; managed_edge; disturbed_site; humid_coastal,homegarden_companion,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,10904
AF-ZONE-BOT-BR-0251-UB-ZONE-000175,BOT-BR-0251,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,boerhavia diffusa,erva-tostão,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Área Antrópica",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,leafy_green;xeric_support,Área Antrópica,species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,10904
AF-ZONE-BOT-BR-0252-UB-ZONE-000176,BOT-BR-0252,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,boerhavia erecta,amarra-pinto,subshrub/herb,Herbaceous / Aquatic / Marginal,perennial,"Cerrado, Mata Atlântica, Pantanal; Área Antrópica",humid_tropical_to_subtropical_coastal,humid_coastal_general_use,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,review_non_native,full_sun_to_part_shade,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,hard_frost; unmanaged_competition_review,leafy_green,Área Antrópica,species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; cuttings review,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,medium,Brazil,Southeast,São Paulo,ubatuba_homegarden_edge_and_disturbed_site,Ubatuba; managed_edge; disturbed_site; humid_coastal,homegarden_companion,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,121579
AF-ZONE-BOT-BR-0252-UB-ZONE-000177,BOT-BR-0252,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,boerhavia erecta,amarra-pinto,subshrub/herb,Herbaceous / Aquatic / Marginal,perennial,"Cerrado, Mata Atlântica, Pantanal; Área Antrópica",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,leafy_green,Área Antrópica,species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; cuttings review,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,121579
AF-ZONE-BOT-BR-0253-UB-ZONE-000178,BOT-BR-0253,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,bothriochloa laguroides var. laguroides,Capim bobó,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Mata Atlântica, Pampa; Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga",humid_tropical_coastal_restinga,coastal_humid_frost_sensitive,yes,protected_culture_crossover_possible,yes,Terrícola,free_draining_to_seasonally_moist,native_cover_support,full_sun_to_part_sun,,high,,,,,shallow,narrow_to_moderate,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,waterlogging_except_backdune_slacks; hard_frost; prolonged_deep_shade,wetland_filter,"Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_restinga_coastal_plain,Ubatuba; Green Coast; restinga; coastal_sand; salt_spray; wind_exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. restinga/coastal-sand fit; dense ombrophilous forest fit; homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,111950
AF-ZONE-BOT-BR-0253-UB-ZONE-000179,BOT-BR-0253,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,bothriochloa laguroides var. laguroides,Capim bobó,herbaceous perennial,Herbaceous / Aquatic / Marginal,perennial,"Mata Atlântica, Pampa; Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,native_cover_support,managed_light_by_structure,,high,,,,,shallow,narrow_to_moderate,Restinga soil binder; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,wetland_filter,"Área Antrópica, Campo Limpo, Floresta Ombrófila Mista, Restinga",species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; division; plug transplant,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,0.26,0.42,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,111950
AF-ZONE-BOT-BR-0254-UB-ZONE-000180,BOT-BR-0254,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,bougainvillea glabra,juvú,small tree or large shrub,Climber,perennial,"Caatinga, Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",humid_subtropical_transition,humid_transition_light_frost_review,yes,protected_culture_crossover_possible,limited,Terrícola,moist_to_well_drained,native_cover_support,part_sun_to_part_shade,,medium_to_high,,,,,medium,moderate,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,extended_waterlogging; hard_frost; prolonged_coastal_salinity,climber;structural;xeric_support,"Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; cuttings review,nursery_seedling,formative_pruning_or_multi_stem_shaping,branch_brazil_ubatuba_green_coast,medium_high,Brazil,Southeast,São Paulo,green_coast_inland_semideciduous_transition,Green Coast; inland_transition; seasonal_humidity; foothill,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,2.25,3.75,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. dense ombrophilous forest fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,10906
AF-ZONE-BOT-BR-0255-UB-ZONE-000181,BOT-BR-0255,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,bougainvillea spectabilis,três-marias,climbing vine/liana,Climber,perennial,"Amazônia, Mata Atlântica; Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga",humid_tropical_coastal_restinga,coastal_humid_frost_sensitive,yes,protected_culture_crossover_possible,limited,Terrícola,free_draining_to_seasonally_moist,native_cover_support,full_sun_to_part_sun,,high,,,,,medium,moderate,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,waterlogging_except_backdune_slacks; hard_frost; prolonged_deep_shade,climber,"Floresta Estacional Decidual, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Floresta Ombrófila Mista, Restinga",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; cuttings; layering; supported transplant,nursery_seedling_with_support,trellis_or_live_support_training,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_restinga_coastal_plain,Ubatuba; Green Coast; restinga; coastal_sand; salt_spray; wind_exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,1.5,2.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. restinga/coastal-sand fit; dense ombrophilous forest fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,10907
